"","Date","Afghanistan_cases","Albania_cases","Algeria_cases","Andorra_cases","Angola_cases","AntiguaandBarbuda_cases","Argentina_cases","Armenia_cases","Australia_cases","Austria_cases","Azerbaijan_cases","Bahrain_cases","Bangladesh_cases","Barbados_cases","Belarus_cases","Belgium_cases","Belize_cases","Benin_cases","Bhutan_cases","Bolivia_cases","BosniaandHerzegovina_cases","Botswana_cases","Brazil_cases","Brunei_cases","Bulgaria_cases","BurkinaFaso_cases","Burundi_cases","Cambodia_cases","Cameroon_cases","Canada_cases","CapeVerde_cases","CentralAfricanRepublic_cases","Chad_cases","Chile_cases","China_cases","Colombia_cases","Comoros_cases","Congo_cases","CostaRica_cases","CotedIvoire_cases","Croatia_cases","Cuba_cases","Cyprus_cases","Czechia_cases","DemocraticRepublicoftheCongo_cases","Denmark_cases","DiamondPrincessCruiseShip_cases","Djibouti_cases","Dominica_cases","DominicanRepublic_cases","EastTimor_cases","Ecuador_cases","Egypt_cases","ElSalvador_cases","EquatorialGuinea_cases","Eritrea_cases","Estonia_cases","Eswatini_cases","Ethiopia_cases","Fiji_cases","Finland_cases","France_cases","Gabon_cases","Georgia_cases","Germany_cases","Ghana_cases","Greece_cases","Grenada_cases","Guatemala_cases","Guinea_cases","GuineaBissau_cases","Guyana_cases","Haiti_cases","HolySee_cases","Honduras_cases","HongKong_cases","Hungary_cases","Iceland_cases","India_cases","Indonesia_cases","Iran_cases","Iraq_cases","Ireland_cases","Israel_cases","Italy_cases","Jamaica_cases","Japan_cases","Jordan_cases","Kazakhstan_cases","Kenya_cases","Kosovo_cases","Kuwait_cases","Kyrgyzstan_cases","Laos_cases","Latvia_cases","Lebanon_cases","Lesotho_cases","Liberia_cases","Libya_cases","Liechtenstein_cases","Lithuania_cases","Luxembourg_cases","Macao_cases","Madagascar_cases","Malawi_cases","Malaysia_cases","Maldives_cases","Mali_cases","Malta_cases","Mauritania_cases","Mauritius_cases","Mexico_cases","Moldova_cases","Monaco_cases","Mongolia_cases","Montenegro_cases","Morocco_cases","Mozambique_cases","MSZaandam_cases","Myanmar_cases","Namibia_cases","Nepal_cases","Netherlands_cases","NewZealand_cases","Nicaragua_cases","Niger_cases","Nigeria_cases","NorthMacedonia_cases","Norway_cases","occupiedPalestinianterritory_cases","Oman_cases","Pakistan_cases","Panama_cases","PapuaNewGuinea_cases","Paraguay_cases","Peru_cases","Philippines_cases","Poland_cases","Portugal_cases","Qatar_cases","RepublicofKorea_cases","Romania_cases","Russia_cases","Rwanda_cases","SaintKittsandNevis_cases","SaintLucia_cases","SaintVincentandtheGrenadines_cases","SanMarino_cases","SaoTomeandPrincipe_cases","SaudiArabia_cases","Senegal_cases","Serbia_cases","Seychelles_cases","SierraLeone_cases","Singapore_cases","Slovakia_cases","Slovenia_cases","Somalia_cases","SouthAfrica_cases","SouthSudan_cases","Spain_cases","SriLanka_cases","Sudan_cases","Suriname_cases","Sweden_cases","Switzerland_cases","SyrianArabRepublic_cases","Taiwan_cases","Tajikistan_cases","Tanzania_cases","Thailand_cases","TheBahamas_cases","TheGambia_cases","Togo_cases","TrinidadandTobago_cases","Tunisia_cases","Turkey_cases","Uganda_cases","Ukraine_cases","UnitedArabEmirates_cases","UnitedKingdom_cases","Uruguay_cases","US_cases","Uzbekistan_cases","Venezuela_cases","Vietnam_cases","WesternSahara_cases","Yemen_cases","Zambia_cases","Zimbabwe_cases","Afghanistan_deaths","Albania_deaths","Algeria_deaths","Andorra_deaths","Angola_deaths","AntiguaandBarbuda_deaths","Argentina_deaths","Armenia_deaths","Australia_deaths","Austria_deaths","Azerbaijan_deaths","Bahrain_deaths","Bangladesh_deaths","Barbados_deaths","Belarus_deaths","Belgium_deaths","Belize_deaths","Benin_deaths","Bhutan_deaths","Bolivia_deaths","BosniaandHerzegovina_deaths","Botswana_deaths","Brazil_deaths","Brunei_deaths","Bulgaria_deaths","BurkinaFaso_deaths","Burundi_deaths","Cambodia_deaths","Cameroon_deaths","Canada_deaths","CapeVerde_deaths","CentralAfricanRepublic_deaths","Chad_deaths","Chile_deaths","China_deaths","Colombia_deaths","Comoros_deaths","Congo_deaths","CostaRica_deaths","CotedIvoire_deaths","Croatia_deaths","Cuba_deaths","Cyprus_deaths","Czechia_deaths","DemocraticRepublicoftheCongo_deaths","Denmark_deaths","DiamondPrincessCruiseShip_deaths","Djibouti_deaths","Dominica_deaths","DominicanRepublic_deaths","EastTimor_deaths","Ecuador_deaths","Egypt_deaths","ElSalvador_deaths","EquatorialGuinea_deaths","Eritrea_deaths","Estonia_deaths","Eswatini_deaths","Ethiopia_deaths","Fiji_deaths","Finland_deaths","France_deaths","Gabon_deaths","Georgia_deaths","Germany_deaths","Ghana_deaths","Greece_deaths","Grenada_deaths","Guatemala_deaths","Guinea_deaths","GuineaBissau_deaths","Guyana_deaths","Haiti_deaths","HolySee_deaths","Honduras_deaths","HongKong_deaths","Hungary_deaths","Iceland_deaths","India_deaths","Indonesia_deaths","Iran_deaths","Iraq_deaths","Ireland_deaths","Israel_deaths","Italy_deaths","Jamaica_deaths","Japan_deaths","Jordan_deaths","Kazakhstan_deaths","Kenya_deaths","Kosovo_deaths","Kuwait_deaths","Kyrgyzstan_deaths","Laos_deaths","Latvia_deaths","Lebanon_deaths","Lesotho_deaths","Liberia_deaths","Libya_deaths","Liechtenstein_deaths","Lithuania_deaths","Luxembourg_deaths","Macao_deaths","Madagascar_deaths","Malawi_deaths","Malaysia_deaths","Maldives_deaths","Mali_deaths","Malta_deaths","Mauritania_deaths","Mauritius_deaths","Mexico_deaths","Moldova_deaths","Monaco_deaths","Mongolia_deaths","Montenegro_deaths","Morocco_deaths","Mozambique_deaths","MSZaandam_deaths","Myanmar_deaths","Namibia_deaths","Nepal_deaths","Netherlands_deaths","NewZealand_deaths","Nicaragua_deaths","Niger_deaths","Nigeria_deaths","NorthMacedonia_deaths","Norway_deaths","occupiedPalestinianterritory_deaths","Oman_deaths","Pakistan_deaths","Panama_deaths","PapuaNewGuinea_deaths","Paraguay_deaths","Peru_deaths","Philippines_deaths","Poland_deaths","Portugal_deaths","Qatar_deaths","RepublicofKorea_deaths","Romania_deaths","Russia_deaths","Rwanda_deaths","SaintKittsandNevis_deaths","SaintLucia_deaths","SaintVincentandtheGrenadines_deaths","SanMarino_deaths","SaoTomeandPrincipe_deaths","SaudiArabia_deaths","Senegal_deaths","Serbia_deaths","Seychelles_deaths","SierraLeone_deaths","Singapore_deaths","Slovakia_deaths","Slovenia_deaths","Somalia_deaths","SouthAfrica_deaths","SouthSudan_deaths","Spain_deaths","SriLanka_deaths","Sudan_deaths","Suriname_deaths","Sweden_deaths","Switzerland_deaths","SyrianArabRepublic_deaths","Taiwan_deaths","Tajikistan_deaths","Tanzania_deaths","Thailand_deaths","TheBahamas_deaths","TheGambia_deaths","Togo_deaths","TrinidadandTobago_deaths","Tunisia_deaths","Turkey_deaths","Uganda_deaths","Ukraine_deaths","UnitedArabEmirates_deaths","UnitedKingdom_deaths","Uruguay_deaths","US_deaths","Uzbekistan_deaths","Venezuela_deaths","Vietnam_deaths","WesternSahara_deaths","Yemen_deaths","Zambia_deaths","Zimbabwe_deaths","update"
"105",2020-05-05,3224,820,4838,751,36,25,5020,2619,6875,15650,2060,3720,10929,82,18350,50509,18,96,7,1802,1946,23,115455,138,1704,688,15,122,2104,63215,186,85,170,22016,82883,8613,3,236,755,1464,2112,1685,878,7896,705,10019,712,1120,16,8480,24,31881,7201,587,315,39,1711,119,145,18,5412,170687,397,604,167007,2719,2642,21,763,1811,413,93,101,11,1270,1040,3065,1799,49400,12071,99970,2431,21983,16289,213013,473,15354,471,4205,535,856,5804,843,19,896,741,0,170,63,82,1423,3840,45,151,41,6383,573,612,482,8,332,26025,4363,95,41,324,5219,81,9,161,16,82,41286,1488,16,763,2950,1526,7955,371,2735,24073,7523,8,431,51189,9684,14431,25702,17142,10806,13837,155370,261,15,18,17,589,174,30251,1329,9677,11,199,19410,1421,1445,835,7572,52,219329,771,778,10,23216,30009,44,438,293,480,2988,89,17,128,116,1022,129491,98,12697,15192,196780,670,1208271,2207,361,271,6,22,138,34,95,31,470,46,2,3,264,40,97,606,26,8,183,7,107,8016,2,2,0,86,79,1,7938,1,80,48,1,0,64,4190,2,0,17,275,4633,378,0,10,6,18,83,69,15,257,34,503,13,2,0,354,0,1569,452,14,3,0,55,1,4,0,246,25537,6,9,6993,18,146,0,19,10,1,10,12,0,93,4,363,10,1693,872,6340,102,1339,238,29315,9,593,9,29,24,26,40,11,0,17,25,0,20,3,1,46,96,0,0,3,106,2,32,5,1,10,2507,136,4,0,8,181,0,2,6,0,0,5185,21,5,38,98,86,215,2,13,564,210,0,10,1444,637,716,1074,12,255,841,1451,0,0,0,0,41,3,200,11,200,0,11,18,25,98,38,148,0,25613,9,45,1,2854,1795,3,6,5,16,54,11,1,9,8,43,3520,0,316,146,29520,17,72393,10,10,0,0,4,3,4,105
"106",2020-05-06,3392,832,4997,751,36,25,5208,2782,6894,15684,2127,3934,11719,82,19255,50781,18,96,7,1886,1987,23,126611,139,1778,729,15,122,2265,64694,191,94,170,23048,82885,8959,8,264,761,1516,2119,1703,883,7974,797,10136,712,1124,16,8807,24,31881,7588,633,439,39,1713,123,162,18,5573,174224,397,610,168162,3091,2663,21,798,1856,475,93,101,12,1461,1040,3111,1799,52987,12438,101650,2480,22248,16310,214457,478,15455,473,4422,582,856,6289,871,19,900,750,0,178,64,82,1428,3851,45,158,43,6428,617,631,484,8,332,27634,4476,95,41,324,5408,81,9,161,16,99,41518,1489,16,770,3145,1539,7996,374,2903,24644,7731,8,440,54817,10004,14740,26182,17972,10810,14107,165929,268,15,18,17,608,174,31938,1433,9791,11,225,20198,1429,1448,873,7808,58,220325,797,852,10,23918,30060,45,439,379,480,2989,92,17,128,116,1025,131744,100,13184,15738,200616,673,1233527,2233,379,271,6,25,146,34,104,31,476,46,2,3,273,40,97,608,28,8,186,7,112,8339,2,2,0,91,86,1,8588,1,84,48,1,0,108,4366,2,0,17,281,4633,397,1,10,6,18,85,69,15,262,35,506,13,3,0,362,0,1618,469,15,4,0,55,2,4,0,252,25812,6,9,7275,18,147,0,21,11,2,10,12,0,99,4,373,10,1785,895,6418,102,1375,239,29684,9,605,9,30,26,26,42,12,0,17,25,0,20,3,1,48,98,0,0,3,107,2,32,5,1,10,2704,143,4,0,8,183,0,2,6,0,0,5221,21,5,38,103,88,216,2,13,585,218,0,10,1533,658,733,1089,12,256,864,1537,0,0,0,0,41,3,209,12,203,0,14,20,25,99,39,153,0,25857,9,49,1,2941,1805,3,6,8,16,55,11,1,9,8,43,3584,0,327,157,30172,17,74851,10,10,0,0,5,4,4,106
"107",2020-05-07,3563,842,5182,752,36,25,5371,2884,6913,15752,2204,4199,12425,82,20168,51420,18,140,7,2081,2027,23,135773,141,1829,736,15,122,2267,66201,218,94,253,24581,82886,9456,8,264,765,1571,2125,1729,889,8031,863,10281,712,1133,16,9095,24,30298,7981,695,439,39,1720,153,191,18,5673,174918,504,615,169430,3091,2678,21,832,1927,564,93,129,12,1685,1044,3150,1801,56351,12776,103135,2543,22385,16381,215858,488,15553,494,4578,607,861,6567,895,19,909,784,0,189,64,82,1433,3859,45,193,43,6467,648,650,486,8,332,29616,4605,95,41,324,5548,81,9,176,16,101,41973,1490,16,781,3526,1572,8034,375,2958,26435,7868,8,462,58526,10343,15047,26715,18890,10822,14499,177160,271,15,18,17,622,187,33731,1492,9848,11,231,20939,1445,1449,928,8232,74,221447,824,930,10,24623,30126,45,440,461,480,2992,92,18,135,116,1026,133721,101,13691,16240,204387,684,1261409,2298,381,288,6,25,153,34,106,31,483,47,2,3,282,42,97,609,28,8,199,7,116,8415,2,2,0,102,90,1,9190,1,84,48,1,0,108,4541,2,0,27,285,4633,407,1,10,6,20,86,73,15,270,36,514,13,3,0,373,0,1654,482,15,4,0,56,2,4,0,255,25990,8,9,7392,18,148,0,23,11,2,10,12,0,105,4,383,10,1889,930,6486,102,1403,240,29958,9,617,9,30,29,27,44,12,0,18,25,0,20,3,1,49,100,0,0,3,107,3,32,5,1,10,2961,145,4,0,8,183,0,2,6,0,0,5306,21,5,42,107,89,217,2,15,599,225,0,10,1627,685,755,1105,12,256,888,1625,0,0,0,0,41,4,219,13,206,0,16,20,26,99,44,161,0,26070,9,52,1,3040,1810,3,6,12,16,55,11,1,9,8,44,3641,0,340,165,30712,17,76770,10,10,0,0,5,4,4,107
"108",2020-05-08,3778,850,5369,752,43,25,5611,3029,6918,15774,2279,4444,13134,83,21101,52011,18,242,7,2266,2070,23,146894,141,1872,744,15,122,2267,67674,230,143,260,25972,82887,10051,8,274,773,1602,2161,1741,891,8077,937,10416,712,1135,16,9376,24,28818,8476,742,439,39,1725,159,194,18,5738,176202,620,623,170588,4012,2691,21,900,2009,594,94,146,12,1771,1044,3178,1801,59695,13112,104691,2603,22541,16436,217185,490,15640,508,4834,621,861,7208,906,19,928,796,0,199,64,82,1436,3871,45,193,43,6535,744,668,489,8,332,31522,4728,95,42,324,5711,82,9,177,16,102,42292,1492,16,795,3912,1586,8070,375,3112,28736,8070,8,563,61847,10463,15366,27268,20201,10840,14811,187859,273,15,18,17,623,208,35432,1551,9943,11,257,21707,1455,1450,928,8895,120,222857,835,1111,10,25265,30207,47,440,522,509,3000,92,20,145,116,1030,135569,101,14195,16793,207439,694,1288587,2325,388,288,6,34,167,34,109,31,488,47,2,3,293,43,97,614,28,8,206,7,121,8521,2,2,0,106,98,1,10017,1,86,48,1,0,108,4697,2,0,28,294,4633,428,1,10,6,20,86,74,15,273,39,522,13,3,0,380,0,1704,503,16,4,0,56,2,4,0,260,26233,8,10,7510,18,150,0,24,11,2,10,12,0,107,4,392,10,1985,943,6541,104,1429,245,30201,9,634,9,31,29,27,47,12,0,18,26,0,20,3,1,49,100,0,0,3,107,3,35,5,1,10,3160,150,4,0,8,186,0,2,6,0,0,5377,21,5,44,117,90,218,2,16,636,231,0,10,1714,696,776,1114,12,256,923,1723,0,0,0,0,41,5,229,13,209,0,17,20,26,100,44,178,0,26299,9,59,1,3175,1823,3,6,12,21,55,11,1,10,8,45,3689,0,361,174,31340,18,78497,10,10,0,0,7,4,4,108
"109",2020-05-09,4033,856,5558,754,43,25,5776,3175,6939,15833,2422,4774,13770,84,22052,52596,18,284,7,2437,2090,23,156061,141,1921,748,15,122,2274,68918,236,143,322,27219,82901,10495,11,274,780,1667,2176,1754,892,8095,937,10517,712,1189,16,9882,24,29071,8964,784,439,39,1733,163,210,18,5880,176782,661,626,171324,4263,2710,21,967,2042,641,94,151,12,1830,1044,3213,1801,62808,13645,106220,2679,22760,16454,218268,490,15755,522,4975,649,862,7623,931,19,930,809,0,199,64,82,1444,3877,45,193,56,6589,790,692,490,8,332,33460,4867,96,42,324,5910,87,9,178,16,110,42581,1494,16,815,4151,1622,8099,375,3224,30334,8282,8,689,65015,10610,15651,27406,21331,10874,15131,198676,280,15,18,17,637,208,37136,1634,10032,11,291,22460,1455,1454,997,9420,120,223578,847,1164,10,25921,30251,47,440,612,509,3004,92,20,153,116,1032,137115,116,14710,17417,209589,702,1314320,2349,402,288,6,34,252,35,115,31,494,48,2,3,300,44,97,615,31,8,214,7,126,8581,2,2,0,114,102,1,10656,1,90,48,1,0,108,4823,2,0,31,304,4633,445,1,10,6,21,87,74,15,276,39,526,13,3,0,385,0,1717,514,17,4,0,60,2,5,0,265,26313,8,10,7549,22,151,0,24,11,3,10,12,0,108,4,405,10,2101,959,6589,107,1446,247,30395,9,654,9,31,30,28,49,12,0,18,26,0,20,3,1,49,101,0,0,3,108,3,37,5,1,10,3353,161,4,0,8,186,0,2,6,0,0,5441,21,5,45,128,91,219,2,17,659,237,0,10,1814,704,785,1126,13,256,939,1827,0,0,0,0,41,5,239,17,215,0,18,20,26,101,48,186,0,26478,9,64,1,3220,1830,3,6,20,21,56,11,1,10,8,45,3739,0,376,185,31685,18,79976,10,10,0,0,7,7,4,109
"110",2020-05-10,4402,868,5723,755,45,25,6034,3313,6948,15871,2519,4941,14657,84,22973,53081,18,319,7,2556,2117,23,162699,141,1965,751,15,122,2579,70091,246,143,322,28866,82918,11063,11,274,792,1700,2187,1766,898,8123,991,10627,712,1210,16,10347,24,29559,9400,889,439,39,1739,172,239,18,5962,177094,661,635,171879,4263,2716,21,1052,2146,726,104,182,12,1972,1047,3263,1801,67161,14032,107603,2767,22996,16477,219070,502,15824,540,5090,672,870,8688,1002,19,939,845,0,199,64,82,1479,3886,45,193,56,6656,835,704,496,8,332,35022,4927,96,42,324,6063,91,9,180,16,110,42826,1497,16,821,4399,1642,8105,375,3399,32081,8448,8,713,67307,10794,15996,27581,22520,10909,15362,209688,284,15,18,17,628,208,39048,1709,10032,11,307,23336,1457,1457,1054,10015,120,224350,863,1365,10,26322,30305,47,440,612,509,3009,92,20,174,116,1032,138657,121,15232,18198,211911,707,1334084,2418,414,288,6,51,267,36,120,31,502,48,2,3,305,45,97,618,32,8,228,7,131,8656,2,2,0,118,107,1,11123,1,91,49,1,0,114,4991,2,0,31,312,4633,463,1,10,7,21,90,77,16,280,41,529,13,3,0,388,0,2127,525,17,4,0,60,2,5,0,267,26383,8,10,7569,22,151,0,26,11,3,10,15,0,108,4,413,10,2212,973,6640,109,1458,252,30560,9,666,9,31,32,28,58,12,0,18,26,0,20,3,1,50,101,0,0,3,108,3,38,5,1,10,3465,169,4,0,9,188,0,2,6,0,0,5459,21,5,46,143,91,219,2,17,706,244,0,10,1889,719,800,1135,14,256,961,1915,0,0,0,0,41,5,246,19,215,0,18,20,26,102,51,194,0,26621,9,70,1,3225,1833,3,6,20,21,56,11,1,11,8,45,3786,0,391,198,31954,19,80855,10,10,0,0,8,7,4,110
"111",2020-05-11,4687,872,5891,755,45,25,6278,3392,6970,15882,2589,5236,15691,84,23906,53449,18,319,9,2831,2141,24,169594,141,1990,760,15,122,2689,71264,260,143,322,30063,82919,11613,11,333,801,1730,2196,1783,901,8176,1024,10711,712,1227,16,10634,24,29509,9746,958,439,39,1741,175,250,18,5984,177547,802,638,172576,4700,2726,21,1114,2146,761,109,209,12,2100,1047,3284,1801,70768,14265,109286,2818,23135,16506,219814,505,15861,562,5207,700,884,9286,1016,19,946,859,0,211,64,82,1485,3888,45,186,57,6726,897,712,503,8,332,36327,4995,96,42,324,6281,103,9,180,16,134,42987,1497,16,832,4641,1664,8132,375,3573,34336,8616,8,724,68822,11086,16326,27679,23623,10936,15588,221344,285,15,18,17,628,208,41014,1886,10176,11,338,23822,1457,1460,1089,10652,156,227436,869,1526,10,26670,30344,47,440,661,509,3015,93,22,181,116,1032,139771,121,15648,18878,215500,711,1352962,2486,422,288,6,56,267,36,122,31,507,48,2,3,314,46,97,620,32,8,239,7,135,8707,2,2,0,122,113,1,11653,1,93,50,1,0,125,5115,2,0,31,323,4633,479,1,11,7,21,91,77,16,282,41,533,13,3,0,393,0,2145,533,18,4,0,61,2,5,0,271,26646,9,11,7661,22,151,0,26,11,3,10,16,0,116,4,421,10,2294,991,6685,110,1467,258,30739,9,685,9,32,33,28,65,12,0,18,26,0,20,3,1,50,101,0,0,3,109,3,39,5,1,10,3573,175,4,0,9,188,0,2,6,0,0,5475,21,5,46,150,91,224,2,17,737,249,0,10,1961,726,811,1144,14,258,982,2009,0,0,0,0,41,5,255,19,218,0,19,21,26,102,52,206,0,26744,9,74,1,3256,1845,3,7,21,21,56,11,1,11,8,45,3841,0,408,201,32166,19,81868,10,10,0,0,9,7,4,111
"112",2020-05-12,4963,876,6067,758,45,25,6563,3538,6980,15961,2693,5531,16660,85,24873,53779,18,327,11,2964,2158,24,178214,141,2023,766,15,122,2689,72419,267,143,357,31721,82926,12272,11,333,804,1857,2207,1804,903,8221,1102,10789,712,1256,16,10900,24,30419,10093,998,439,39,1746,184,261,18,6003,178349,863,642,173171,5127,2744,21,1199,2298,820,113,209,12,2080,1047,3313,1801,74292,14749,110767,2913,23242,16529,221216,507,15948,576,5279,715,919,10277,1037,19,950,870,0,211,64,82,1491,3894,45,186,57,6742,904,730,506,9,332,38324,5154,96,42,324,6418,104,9,180,16,217,43183,1497,25,854,4787,1674,8157,375,3721,35298,8783,8,737,72059,11350,16921,27913,25149,10962,15778,232243,286,15,18,17,638,208,42925,1995,10243,11,338,24671,1465,1461,1170,11350,194,228030,889,1661,10,27272,30380,47,440,729,509,3017,93,22,199,116,1032,141475,129,16023,19661,218895,717,1375152,2519,423,288,6,65,441,36,127,31,515,48,2,3,319,47,98,623,33,9,250,7,142,8761,2,2,0,128,117,1,12461,1,95,51,1,0,125,5300,2,0,40,335,4633,493,1,11,7,21,91,78,16,283,44,527,13,3,0,402,0,2327,544,20,4,0,61,2,5,0,275,26994,9,11,7738,22,152,0,27,11,3,10,16,0,121,4,425,10,2415,1007,6733,112,1488,260,30911,9,707,9,32,36,29,75,12,0,18,26,0,20,3,1,50,102,0,0,3,109,3,40,5,1,10,3926,182,4,0,9,188,0,2,6,0,0,5529,21,8,47,158,92,228,2,17,761,252,0,10,2057,751,839,1163,14,259,1002,2116,0,0,0,0,41,5,264,19,220,0,19,21,27,102,52,206,0,26920,9,80,1,3313,1867,3,7,21,21,56,11,1,11,8,45,3894,0,425,203,32797,19,83483,10,10,0,0,10,7,4,112
"113",2020-05-13,5226,880,6253,760,45,25,6879,3718,6989,15997,2758,5816,17822,85,25825,53981,18,327,15,3148,2181,24,190137,141,2069,773,15,122,2800,73568,289,143,372,34381,82929,12930,11,333,815,1912,2213,1810,905,8269,1169,10865,712,1268,16,11196,24,30486,10431,1037,522,39,1751,187,263,18,6054,178184,1004,647,174098,5408,2760,21,1342,2374,836,113,234,12,2255,1050,3341,1802,78055,15438,112725,3032,23401,16548,222104,509,15998,582,5417,737,919,11028,1044,19,951,878,1,213,64,82,1505,3904,45,212,63,6779,955,758,508,15,332,40186,5406,96,42,324,6512,104,9,181,16,250,43410,1497,25,860,4971,1694,8175,375,4019,35788,8944,8,740,76306,11618,17204,28132,26539,10991,16002,242271,287,15,18,17,643,220,44830,2105,10295,11,387,25346,1469,1463,1219,12074,203,228691,915,1818,10,27909,30413,48,440,801,509,3017,94,23,219,116,1032,143114,139,16425,20386,222195,719,1396110,2612,423,288,6,70,446,37,132,31,522,49,2,3,329,48,98,624,35,10,269,7,146,8843,2,2,0,142,120,1,13240,1,96,51,1,0,136,5425,2,0,42,346,4633,509,1,11,8,24,94,79,17,290,50,533,13,3,0,409,0,2334,556,20,6,0,61,2,5,0,284,27077,9,11,7861,24,155,0,29,14,3,10,18,0,123,4,430,10,2551,1028,6783,115,1497,264,31106,9,726,9,32,40,29,82,12,0,19,26,0,20,3,1,54,103,0,0,3,111,4,44,6,2,10,4220,185,4,0,9,188,0,2,6,0,0,5581,21,8,49,164,95,229,2,17,770,256,0,11,2169,772,861,1175,14,260,1036,2212,0,0,0,0,41,6,273,21,222,0,26,21,27,103,52,219,0,27104,9,90,1,3460,1870,3,7,23,21,56,11,1,11,8,45,3952,0,439,206,33294,19,85234,11,10,0,0,12,7,4,113
"114",2020-05-14,5639,898,6442,761,48,25,7134,3860,7019,16058,2879,6198,18863,85,26772,54288,18,339,20,3372,2218,24,203165,141,2100,773,15,122,2954,74781,315,143,399,37040,82933,13610,11,391,830,1971,2221,1830,907,8351,1242,10911,712,1284,16,11320,24,30502,10829,1112,583,39,1758,187,272,18,6145,178994,1104,667,174478,5530,2770,21,1518,2473,913,113,273,12,2318,1051,3380,1802,81997,16006,114533,3143,23827,16579,223096,509,16096,586,5571,758,944,11975,1082,19,962,886,1,215,64,82,1511,3915,45,230,63,6819,982,779,522,20,332,42595,5553,96,98,324,6607,115,9,181,16,249,43680,1498,25,876,5162,1723,8196,375,4341,38799,9118,8,754,80604,11876,17615,28319,28272,11018,16247,252245,287,15,18,17,648,235,46869,2189,10374,11,408,26098,1477,1464,1284,12739,203,229540,925,1818,10,28582,30463,48,440,907,509,3018,96,23,238,116,1032,144749,160,16847,21084,224813,724,1423727,2645,455,312,6,85,654,37,136,31,529,49,2,3,353,49,98,626,35,10,283,7,151,8903,2,2,0,152,122,1,13999,1,99,51,1,0,139,5592,2,0,46,368,4633,525,1,15,8,24,94,79,17,293,50,537,13,3,0,422,0,2338,571,23,7,0,62,2,5,0,287,27428,10,12,7884,24,156,0,29,15,3,10,20,0,133,4,436,10,2649,1043,6854,115,1506,265,31368,9,742,9,32,42,29,88,12,0,19,26,0,20,3,1,54,103,0,0,3,112,4,46,6,2,10,4477,194,4,0,9,190,0,2,6,0,0,5609,21,8,50,167,95,232,2,18,834,260,0,11,2267,790,883,1184,14,260,1053,2305,0,0,0,0,41,7,283,23,224,0,26,21,27,103,53,238,0,27321,9,90,1,3529,1872,3,7,29,21,56,11,1,11,8,45,4007,0,456,208,33723,19,87008,11,10,0,0,12,7,4,114
"115",2020-05-15,6053,916,6629,761,48,25,7479,4044,7035,16109,2980,6583,20065,85,27730,54644,18,339,21,3577,2236,24,220291,141,2138,780,15,122,3105,75959,326,301,428,39542,82941,14216,11,391,843,2017,2222,1840,910,8406,1298,10989,712,1309,16,11739,24,31467,11228,1210,594,39,1766,190,287,18,6228,179630,1209,671,175233,5638,2810,22,1643,2473,913,116,310,12,2460,1052,3417,1802,85784,16496,116635,3193,23956,16589,223885,511,16148,596,5689,781,944,12860,1111,19,970,891,1,219,64,82,1523,3923,45,238,63,6855,1031,806,532,29,332,45032,5745,96,98,324,6652,119,9,182,16,267,43880,1498,25,885,5450,1740,8219,375,4625,38799,9268,8,759,84495,12091,18016,28583,29425,11037,16437,262843,287,15,18,17,652,235,49176,2310,10438,11,447,26891,1480,1465,1284,13524,236,230183,935,1964,10,29207,30514,50,440,1118,509,3025,96,23,263,116,1035,146457,203,17330,21831,227334,732,1449027,2686,459,314,6,106,654,42,153,31,536,49,2,3,356,52,98,628,36,12,298,7,156,8959,2,2,0,164,128,1,14962,1,102,51,1,0,140,5679,2,0,48,394,4633,546,1,15,9,24,95,79,17,295,50,537,13,4,0,424,0,2594,592,25,7,0,63,2,5,0,293,27532,10,12,7897,28,160,0,30,15,3,10,20,0,134,4,442,10,2753,1076,6902,117,1518,266,31610,9,760,9,34,45,29,96,14,0,19,26,0,20,3,1,54,104,0,0,3,112,4,46,6,3,10,4767,202,4,0,9,190,0,2,6,0,0,5662,21,8,51,171,97,232,2,20,834,266,0,11,2392,806,907,1190,14,262,1070,2418,0,0,0,0,41,7,292,25,225,0,27,21,27,103,53,247,4,27459,9,91,1,3646,1878,3,7,33,21,56,11,1,11,8,45,4055,0,476,210,34108,19,88669,11,10,0,0,15,7,4,115
